lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
pensionner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
piauler,"0,02","0,01",C2,,,,,,,,,,,,,,,
plastronner,"0,02","0,02",C2,,,,,,,,,,,,,,,
pleuviner,"0,02",0,C2,X,,,,,,,,,,,,,,
plébisciter,"0,02",0,C2,,,,,,,,,,,,,,,
poiroter,"0,02",0,C2,,,,,,,,,,,,,,,
polliniser,"0,02",0,C2,,,,,,,,,,,X,,,,
pommader,"0,02",0,C2,X,,,,,,,,,,,,,,
ponctionner,"0,02",0,C2,,,,,,,,,X,,,,,,
poter,"0,02","0,01",C2,X,,,,,,,,,,,,,,
préfigurer,"0,02","0,02",C2,,,,,,,,,,,,,,,
préétablir,"0,02",0,C2,,,,,,,,,,,,,,,
pucher,"0,02","0,02",C2,X,,,,,,,,,,,,,,
radicaliser,"0,02",0,C2,,,,,,,,,,,,,,,
rapprendre,"0,02","0,01",C2,X,,,,,,,,,,,,,,
rasséréner,"0,02","0,02",C2,,,,,,,,,,,,,,,
ravigoter,"0,02","0,01",C2,,,,,,,,,,,,,,,
resigner,"0,02","0,02",C2,,,,,,,,,,,,,,,
rebrosser,"0,02",0,C2,X,,,,,,,,,,,,,,
recacher,"0,02",0,C2,X,,,,,,,,,,,,,,
rechasser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
reconvoquer,"0,02","0,02",C2,,,,,,,,,,,,,,,
recuire,"0,02","0,01",C2,,,,,,,,,,,,,,,
reculotter,"0,02","0,02",C2,X,,,,,,,,,,,,,,
recéler,"0,02","0,02",C2,X,,,,,,,,,,,,,,
remixer,"0,02","0,02",C2,,,,,,,,,,,,,,,
remouiller,"0,02",0,C2,,,,,,,,,,,,,,,
ressemeler,"0,02","0,02",C2,,,,,,,,,,,,,,,
revalider,"0,02","0,02",C2,,,,,,,,,,,,,,,
rinker,"0,02",0,C2,X,,,,,,,,,,,,,,
rober,"0,02",0,C2,X,,,,,,,,,,,,,,
roidir,"0,02","0,02",C2,X,,,,,,,,,,,,,,
rutiler,"0,02","0,02",C2,,,,,,,,,,,,,,,
réassimiler,"0,02","0,02",C2,X,,,,,,,,,,,,,,
réassurer,"0,02","0,01",C2,,,,,,,,,,,,,,,
réendosser,"0,02",0,C2,X,,,,,,,,,,,,,,
réinjecter,"0,02","0,02",C2,,,,,,,,,,,,,,,
réinstaurer,"0,02","0,02",C2,,,,,,,,,,,,,,,
réverbérer,"0,02",0,C2,,,,,,,,,,,,,,,
rééquiper,"0,02","0,02",C2,,,,,,,,,,,,,,,
réétudier,"0,02","0,02",C2,,,,,,,,,,,,,,,
satelliser,"0,02","0,01",C2,,,,,,,,,,,,,,,
scarifier,"0,02","0,01",C2,,,,,,,,,,,,,,,
scratcher,"0,02","0,02",C2,,,,,,,,,,,,,,,
sexualiser,"0,02","0,02",C2,,,,,,,,,,,,,,,
skipper,"0,02",0,C2,X,,,,,,,,,,,,,,X
souffleter,"0,02","0,02",C2,X,,,,,,,,,,,,,,
soufrer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
sous-exposer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
squeezer,"0,02",0,C2,X,,,,,,,,,,,,,,
stranguler,"0,02","0,02",C2,,,,,,,,,,,,,,,
subdiviser,"0,02","0,01",C2,,,,,,,,,,,,,,,
suggestionner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
syncoper,"0,02","0,01",C2,X,,,,,,,,,,,,,,
syndicaliser,"0,02",0,C2,,,,,,,,,,,,,,,
taller,"0,02","0,01",C2,X,,,,,,,,,,,,,,
tigrer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
tiper,"0,02","0,02",C2,X,,,,,,,,,,,,,,
tire-bouchonner,"0,02","0,01",C2,X,,,,,,,,,,,,,,X
tisonner,"0,02","0,02",C2,X,,,,,,,,,,,,,,
touer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
transborder,"0,02",0,C2,,,,,,,,,,,,,,,
trisser,"0,02",0,C2,X,,,,,,,,,,,,,,
truster,"0,02",0,C2,,,,,,,,,,,,,,,
télexer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
téléfaxer,"0,02",0,C2,X,,,,,,,,,,,,,,
urbaniser,"0,02",0,C2,X,,,,,,,,,,,,,,
vaser,"0,02",0,C2,X,,,,,,,,,,,,,,
vaseliner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
vitupérer,"0,02",0,C2,X,,,,,,,,,,,,,,
vocaliser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
voussoyer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
vêler,"0,02",0,C2,X,,,,,,,,,,,,,,
zézayer,"0,02",0,C2,X,,,,,,,,,,,,,,
éberluer,"0,02",0,C2,X,,,,,,,,,,,,,,
échantillonner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
émarger,"0,02","0,01",C2,X,,,,,,,,,,,,,,
émonder,"0,02",0,C2,X,,,,,,,,,,,,,,
émoudre,"0,02","0,02",C2,X,,,,,,,,,,,,,,
épeurer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
étalonner,"0,02",0,C2,X,,,,,,,,,,,,,,
abracadabrer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
abricoter,"0,02","0,02",C2,X,,,,,,,,,,,,,,
abêtir,"0,02",0,C2,X,,,,,,,,,,,,,,
achalander,"0,01","0,01",C2,X,,,,,,,,,,,,,,
achaler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
achopper,"0,01",0,C2,X,,,,,,,,,,,,,,
adorner,"0,01",0,C2,X,,,,,,,,,,,,,,
adultérer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
affadir,"0,01",0,C2,X,,,,,,,,,,,,,,
agglomérer,"0,01",0,C2,X,,,,,,,,,,,,,,
aguiller,"0,01",0,C2,X,,,,,,,,,,,,,,
ahaner,"0,01",0,C2,X,,,,,,,,,,,,,,
anthropomorphiser,"0,01",0,C2,X,,,,,,,,,,,,,,
antidater,"0,01","0,01",C2,X,,,,,,,,,,,,,,
apurer,"0,01",0,C2,X,,,,,,,,,,,,,,
arquebuser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ascensionner,"0,01",0,C2,X,,,,,,,,,,,,,,
auditer,"0,01",0,C2,X,,,,,,,,,,,,,,
autocensurer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autocritiquer,"0,01",0,C2,X,,,,,,,,,,,,,,
autographier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autolimiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autoréguler,"0,01","0,01",C2,X,,,,,X,,,,,,,,,
aviner,"0,01",0,C2,X,,,,,,,,,,,,,,
avitailler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bambocher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bancher,"0,01",0,C2,X,,,,,,,,,X,,,,,
biologiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bitumer,"0,01",0,C2,,,,,,,,,,X,,,,,
bobiner,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
boucharder,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bouffonner,"0,01",0,C2,X,,,,,,,,,,,,,,
brayer,"0,01",0,C2,X,,,,,,,,,,,,,,
brancarder,"0,01",0,C2,X,,,,,,,,,,,,,,
bringuebaler,"0,01",0,C2,X,,,,,,,,,,,,,,
brocarder,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bruiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bugner,"0,01",0,C2,X,,,,,,,,,,,,,,
cabotiner,"0,01",0,C2,X,,,,,,,,,,,,,,
caguer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
canneler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
canonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
canoter,"0,01",0,C2,X,,,,,,,,,,,,,,
caoutchouter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
carmer,"0,01",0,C2,X,,,,,,,,,,,,,,
caréner,"0,01",0,C2,X,,,,,,,,,,,,,,
caserner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
chalouper,"0,01","0,01",C2,X,,,,,,,,,,,,,,
chansonner,"0,01",0,C2,X,,,,,,,,,,,,,,
charpenter,"0,01",0,C2,,,,,,,,,,X,,,,,
chatonner,"0,01",0,C2,X,,,,,,,,,,,,,,
chosifier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
chroniquer,"0,01",0,C2,X,,,,,,,,,,,,,,
citronner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
clabauder,"0,01",0,C2,X,,,,,,,,,,,,,,
claboter,"0,01",0,C2,X,,,,,,,,,,,,,,
cliver,"0,01",0,C2,X,,,,,,,,,,,,,,
colérer,"0,01",0,C2,X,,,,,,,,,,,,,,
commissionner,"0,01",0,C2,X,,,,,,,,,,,,,,
comparoir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
compisser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
contextualiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
contrebraquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
contremander,"0,01",0,C2,X,,,,,,,,,,,,,,
coprésider,"0,01","0,01",C2,X,,,,,,,,,,,,,,
coqueter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
corréler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
coupailler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crapoter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crocher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crémer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crétiniser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
curariser,"0,01","0,01",C2,X,,,,,,,,,X,,,,,
cureter,"0,01",0,C2,X,,,,,,,,,X,,,,,
desquamer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dessertir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
difracter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
diligenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dissimiler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dissoner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
doublonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dracher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
drosser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
débagouler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déballonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
débarrer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
débraguetter,"0,01",0,C2,X,,,,,,,,,,,,,,
décabosser,"0,01",0,C2,X,,,,,,,,,,,,,,
décacheter,"0,01",0,C2,X,,,,,,,,,,,,,,
décatir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déchouer,"0,01",0,C2,X,,,,,,,,,,,,,,
décliquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déclore,"0,01",0,C2,X,,,,,,,,,,,,,,
décolérer,"0,01",0,C2,X,,,,,,,,,,,,,,
décomprimer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déconditionner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déconstiper,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déconstruire,"0,01",0,C2,X,,,,,,,,,,,,,,
décorner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
décriminaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
décrêper,"0,01",0,C2,X,,,,,,,,,,,,,,
défalquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déficeler,"0,01",0,C2,X,,,,,,,,,,,,,,
défiscaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déféminiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dégazer,"0,01",0,C2,X,,,,,,,,,,,,,,
dégrossir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dégréer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
délabyrinther,"0,01","0,01",C2,X,,,,,,,,,,,,,,
démâter,"0,01",0,C2,X,,,,,,,,,,,,,,
dénazifier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dépieuter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dépigmenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déplisser,"0,01",0,C2,X,,,,,,,,,,,,,,
déplâtrer,"0,01","0,01",C2,,,,,,,,,,,,,,,
dépolir,"0,01","0,01",C2,,,,,,,,,,,,,,,
dépoudrer,"0,01",0,C2,X,,,,,,,,,,,,,,
déprendre,"0,01",0,C2,X,,,,,,,,,,,,,,
dépénaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déqualifier,"0,01",0,C2,X,,,,,,,,,,,,,,
dérayer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déréguler,"0,01",0,C2,X,,,,,,,,,,,,,,
désaccoupler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désadopter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désargenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déscolariser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désembrouiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désenrouler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désincarcérer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désincruster,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désinformer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désinhiber,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désinsectiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désintellectualiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désopiler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déstocker,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désynchroniser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désépaissir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
détalonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
détordre,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déventer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dévirginiser,"0,01",0,C2,X,,,,,,,,,,,,,,
ecchymoser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
efflanquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
effranger,"0,01","0,01",C2,X,,,,,,,,,,,,,,
emberlificoter,"0,01",0,C2,X,,,,,,,,,,,,,,
emboucher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
embraquer,"0,01",0,C2,X,,,,,,,,,,,,,,
empanacher,"0,01",0,C2,X,,,,,,,,,,,,,,
emplafonner,"0,01",0,C2,X,,,,,,,,,,,,,,
enceinter,"0,01",0,C2,X,,,,,,,,,,,,,,
encliqueter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
englacer,"0,01","0,01",C2,,,,,,,,,,,,,,,
englander,"0,01","0,01",C2,X,,,,,,,,,,,,,,
enjuiver,"0,01","0,01",C2,X,,,,,,,,,,,,,,
enkyster,"0,01","0,01",C2,X,,,,,,,,,,,,,,
entredéchirer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
entredévorer,"0,01",0,C2,X,,,,,,,,,,,,,,
entremettre,"0,01","0,01",C2,X,,,,,,,,,,,,,,
enturbanner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
envaser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
escher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ester,"0,01",0,C2,X,,,,,,,,,,,,,,
estrapasser,"0,01",0,C2,X,,,,,,,,,,,,,,
exfolier,"0,01",0,C2,X,,,,,,,,,,,,,,
fader,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fendiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fileter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
flagorner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fleureter,"0,01",0,C2,X,,,,,,,,,,,,,,
fluxer,"0,01",0,C2,X,,,,,,,,,,,,,,
fraser,"0,01",0,C2,X,,,,,,,,,,,,,,
fricasser,"0,01",0,C2,X,,,,,,,,,,,,,,
frisotter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fréter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fuiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fuseler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
galonner,"0,01",0,C2,X,,,,,,,,,,,,,,
gendarmer,"0,01",0,C2,X,,,,,,,,,,,,,,
globaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
godailler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
gonder,"0,01",0,C2,X,,,,,,,,,,,,,,
gouacher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
gougnotter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
graffiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
grattouiller,"0,01",0,C2,X,,,,,,,,,,,,,,
grincher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
grognonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
grouiner,"0,01",0,C2,X,,,,,,,,,,,,,,
hiérarchiser,"0,01",0,C2,X,,,,,,,,,,,,,,
homogénéiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
hotter,"0,01",0,C2,X,,,,,,,,,,,,,,
hybrider,"0,01","0,01",C2,X,,,,,,,,,,,,,,
hâler,"0,01",0,C2,X,,,,,,,,,,,,,,
hélitreuiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
impersonnaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
impulser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
individualiser,"0,01",0,C2,X,,,,,,,,,,,,,,
inférioriser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
instrumenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
interjeter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
interpoler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
introspecter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
iriser,"0,01",0,C2,X,,,,,,,,,,,,,,
islamiser,"0,01",0,C2,X,,,,,,,,,,,,,,
japoniser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
jogger,"0,01","0,01",C2,X,,,,,,,,,,,,,,
jointer,"0,01",0,C2,X,,,,,,,,,,,,,,
maronner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
matcher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
mazer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
maçonner,"0,01","0,01",C2,,,,,,,,,,X,,,,,
merdouiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
michetonner,"0,01",0,C2,X,,,,,,,,,,,,,,
mignoter,"0,01",0,C2,X,,,,,,,,,,,,,,
minimaliser,"0,01",0,C2,X,,,,,,,,,,,,,,
molletonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
mortaiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
moutonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
musquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nasiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nervurer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nidifier,"0,01",0,C2,X,,,,,,,,,,,,,,
nitrater,"0,01",0,C2,X,,,,,,,,,,,,,,
nocer,"0,01",0,C2,X,,,,,,,,,,,,,,
non-savoir,"0,01",0,C2,X,,,,,,,,,,,,,,
noyauter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nuer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
occidentaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
onder,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ondoyer,"0,01",0,C2,X,,,,,,,,,,,,,,
opiacer,"0,01",0,C2,X,,,,,,,,,,,,,,
ornementer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
paginer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pailler,"0,01",0,C2,X,,,,,,,,,,,,,,
palanquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pantoufler,"0,01",0,C2,X,,,,,,,,,,,X,,,
parafer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
parcheminer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
partouser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
passementer,"0,01",0,C2,X,,,,,,,,,,,,,,X
pastiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
patenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pendiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
percoler,"0,01",0,C2,X,,,,,,,,X,,,,,,
persiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pifer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pigner,"0,01",0,C2,X,,,,,,,,,,,,,,
pionner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
piquouser,"0,01",0,C2,X,,,,,,,,,,,,,,
piéter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
plucher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
potentialiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
potiner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
préchauffer,"0,01",0,C2,X,,,,,,,,,,,,,,
préexister,"0,01","0,01",C2,X,,,,,,,,,,,,,,
préfixer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
prélaver,"0,01",0,C2,X,,,,,,,,,,,,,,
prépayer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pétitionner,"0,01",0,C2,X,,,,,,,,,,,,,,
pétocher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pétuner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rabouler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
radioguider,"0,01",0,C2,X,,,,,,,,,,,,,,
rainurer,"0,01",0,C2,X,,,,,,,,,,,,,,
raller,"0,01",0,C2,X,,,,,,,,,,,,,,
ramender,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ramser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rancer,"0,01",0,C2,X,,,,,,,,,,,,,,
rancir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rassir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rassortir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
recalibrer,"0,01","0,01",C2,,,,,,,,,,,,,,,
rekidnapper,"0,01",0,C2,X,,,,,,,,,,,,,,
reremplir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
reréparer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
resavater,"0,01","0,01",C2,X,,,,,,,,,,,,,,
reéchanger,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rebaisser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rebander,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rebasculer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rebobiner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
reborder,"0,01",0,C2,X,,,,,,,,,,,,,,
recarreler,"0,01","0,01",C2,,,,,,,,,,,,,,,
rechausser,"0,01",0,C2,X,,,,,,,,,,,,,,
reclouer,"0,01","0,01",C2,,,,,,,,,,,,,,,
recongeler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
reconsulter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
recouler,"0,01",0,C2,X,,,,,,,,,,,,,,
redormir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
redéconner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
redémolir,"0,01","0,01",C2,,,,,,,,,,,,,,,
refabriquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refamiliariser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refaçonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refinancer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refoncer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
reformater,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refranchir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
refréner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
regrossir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
relacer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
remaigrir,"0,01",0,C2,X,,,,,,,,,,,,,,
remblayer,"0,01",0,C2,X,,,,,,,,,,,,,,
rembrunir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
remeubler,"0,01",0,C2,X,,,,,,,,,,,,,,
rempailler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rempoter,"0,01",0,C2,X,,,,,,,,,,,,,,
reneiger,"0,01",0,C2,X,,,,,,,,,,,,,,
renettoyer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
renoter,"0,01",0,C2,X,,,,,,,,,,,,,,
rentamer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
repaver,"0,01",0,C2,,,,,,,,,,,,,,,
reproposer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
republier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
requalifier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
resalir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ressemer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
retraduire,"0,01",0,C2,X,,,,,,,,,,,,,,
retransférer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
retremper,"0,01","0,01",C2,X,,,,,,,,,,,,,,
revirer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
revomir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ribouler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rigidifier,"0,01",0,C2,X,,,,,,,,,,,,,,
rimailler,"0,01",0,C2,X,,,,,,,,,,,,,,
rissoler,"0,01","0,01",C2,X,,,,,,,,,,,X,,,
ritualiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
roustir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
râteler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réacheminer,"0,01",0,C2,X,,,,,,,,,,,,,,
réalimenter,"0,01",0,C2,X,,,,,,,,,,,,,,
réappeler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réargenter,"0,01",0,C2,X,,,,,,,,,,,,,,
réciproquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réemballer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réenclencher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réenterrer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réentraîner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réenvahir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réfracter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réincarcérer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réoccuper,"0,01","0,01",C2,X,,,,,,,,,,,,,,
réséquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
rétreindre,"0,01",0,C2,X,,,,,,,,,,,,,,
rétrocéder,"0,01","0,01",C2,X,,,,,,,,,,,,,,
